,GCC,ACC,ASP,h,diam,g,d,cl,b,PR
0,0,0.0,3.0253076062639823,176.0253755668936,10,0.4365475631041891,0.06375838926174497,0.34247091854826317,0.0045410484445380745,0.0022321428571428575
1,0,0.0,3.1658986672422165,161.94628954443345,10,0.4184778241590418,0.054529757729455564,0.32705975339604276,0.0050487148420564456,0.002320185614849189
2,0,0.0,3.4155057257489094,147.46006929195306,11,0.39767368299976996,0.04716285924834193,0.3057850952008608,0.00586287797511871,0.002415458937198066
3,0,0.0,3.538025087143475,136.07864648645466,11,0.37621749646082214,0.041536269495967226,0.29463177113012,0.006425379967451838,0.002518891687657432
4,0,0.0,3.6199139008471044,126.79595143160905,11,0.35880234888011586,0.03684210526315789,0.28756929622024446,0.006930989155680175,0.0026315789473684223
5,0,0.0,3.84060543915765,113.9897864914391,11,0.3437985532346867,0.032464271037852155,0.26955299316124665,0.007825359336522446,0.002754820936639118
6,0,0.0,4.020187809343006,102.69679912252174,11,0.3261952510153525,0.028734187819385106,0.2550213913239189,0.008678264376347918,0.0028901734104046237
7,0,0.0,4.156621047663992,93.56828817923065,12,0.31434073996436435,0.025798799021424866,0.24470691799095387,0.009477764530301394,0.0030395136778115484
8,0,0.0,4.348555491686359,83.88174117549146,12,0.3042929292929293,0.023126391293593868,0.230800907489921,0.01045780706863582,0.003205128205128205
9,0,0.0,4.621251441753172,73.8041866607971,12,0.300456467242863,0.020892424766516777,0.2143376505209969,0.011860747075483163,0.0033898305084745753
10,0,0.0,5.009632081614934,64.66277860828241,12,0.3029853125809602,0.018751785575149987,0.1974018661404351,0.013906219240586198,0.0035971223021582727
11,0,0.0,5.434719869502478,54.83754208754221,12,0.31302138528844325,0.016622458001768346,0.17775590109983525,0.016086947121429888,0.0038314176245210743
12,0,0.0,5.501104158998896,39.992532467532534,12,0.3204050144648023,0.01433582945422654,0.13889757493855887,0.013655905525420339,0.004098360655737707
13,0,0.0,6.987569807241939,28.351601695222914,22,0.3235202756127866,0.01216326848855795,0.09965744134151473,0.01729869747334954,0.004405286343612336
14,0,0.0,8.89341308181888,19.719677304879543,24,0.33568281938325994,0.010344041922989291,0.070956468071115,0.022558581769108084,0.004761904761904761
15,0,0.0,7.966666666666667,5.852351937912739,18,0.3688795336787565,0.008635578583765112,0.02172474379288766,0.0038894012966931607,0.005181347150259073
16,0,0.0,3.6083333333333334,2.3671585989767796,8,0.4086084905660377,0.006883116883116883,0.010426254698785064,0.0003496790565756084,0.005681818181818177
17,0,0.0,2.6666666666666665,1.1127882599580714,6,0.48582486695694244,0.005174747233500518,0.006109263716142154,5.6792914272617135e-05,0.006289308176100627
18,0,0.0,2.0,0.5387323943661971,4,0.5981772990886496,0.0033962641094795725,0.0036262492210948935,1.0702512950040669e-05,0.0070422535211267625
19,0,0.0,1.0,0.272,1,0.728,0.0021935483870967744,0.0021935483870967726,0.0,0.00799999999999998
20,0,0.0,1.0,0.12962962962962962,1,0.8703703703703703,0.0012114918656974732,0.001211491865697473,0.0,0.00925925925925925
